measure 0,-,-,-,-,-,-
-,-,-,barline.regular,174,2,False
-,-,-,barline.return-to-top,174,2,False
measure 175,-,-,-,-,-,-
accid.sharp.pos9,175,0,eighth.start.up.pos6,175,0,False
16th.start.down.pos9,175,0,eighth.continue.up.pos-1,175,1,False
16th.continue.down.pos10,175,1,eighth.stop.up.pos2,175,2,False
16th.continue.down.pos11,175,2,accid.flat.pos4,175,3,False
16th.continue.down.pos10,175,3,eighth.start.down.pos4,175,3,False
16th.continue.down.pos9,175,4,eighth.continue.down.pos6,175,4,False
accid.sharp.pos8,175,5,accid.sharp.pos9,175,5,True
16th.stop.down.pos8,175,5,eighth.stop.down.pos9,175,5,False
16th.start.down.pos7,175,6,barline.regular,175,5,False
16th.continue.down.pos8,175,7,accid.sharp.pos2,175,0,True
16th.continue.down.pos9,175,8,eighth.start.up.pos2,175,0,False
16th.continue.down.pos8,175,9,accid.flat.pos-3,175,1,False
16th.continue.down.pos7,175,10,eighth.continue.up.pos-3,175,1,False
16th.stop.down.pos6,175,11,eighth.stop.up.pos-1,175,2,False
barline.regular,175,11,eighth.noBeam.up.pos2,175,3,False
eighth.noBeam.down.pos7,175,0,accid.flat.pos4,175,4,False
quarter.noBeam.down.pos4,175,1,quarter.noBeam.down.pos4,175,4,False
16th.start.up.pos4,175,2,barline.regular,175,4,False
16th.continue.up.pos3,175,3,accid.flat.pos3,175,0,False
accid.sharp.pos2,175,4,16th.start.up.pos3,175,0,False
16th.continue.up.pos2,175,4,16th.continue.up.pos4,175,1,False
16th.continue.up.pos3,175,5,16th.continue.up.pos5,175,2,False
eighth.stop.up.pos4,175,6,16th.continue.up.pos4,175,3,False
barline.regular,175,6,16th.continue.up.pos3,175,4,False
16th.start.down.pos6,175,0,16th.stop.up.pos2,175,5,False
accid.sharp.pos7,175,1,quarter.noBeam.up.pos1,175,6,False
16th.continue.down.pos7,175,1,rest.eighth,175,7,False
accid.sharp.pos8,175,2,barline.regular,175,7,False
16th.continue.down.pos8,175,2,rest.quarter,175,0,False
16th.continue.down.pos7,175,3,duration.dot.pos5,175,0,True
16th.continue.down.pos6,175,4,accid.flat.pos2,175,1,False
accid.sharp.pos5,175,5,16th.start.up.pos2,175,1,False
16th.stop.down.pos5,175,5,16th.continue.up.pos1,175,2,False
quarter.noBeam.down.pos6,175,6,16th.continue.up.pos0,175,3,False
duration.dot.pos6,175,6,16th.continue.up.pos-1,175,4,False
barline.regular,175,6,16th.continue.up.pos-2,175,5,False
eighth.start.up.pos5,175,0,16th.stop.up.pos-3,175,6,False
eighth.continue.up.pos2,175,1,barline.regular,175,6,False
eighth.stop.up.pos5,175,2,barline.return-to-top,175,6,False
accid.sharp.pos7,175,3,-,-,-,-
16th.start.down.pos7,175,3,-,-,-,-
accid.sharp.pos6,175,4,-,-,-,-
16th.continue.down.pos6,175,4,-,-,-,-
16th.continue.down.pos5,175,5,-,-,-,-
16th.continue.down.pos6,175,6,-,-,-,-
eighth.stop.down.pos7,175,7,-,-,-,-
barline.regular,175,7,-,-,-,-
barline.return-to-top,175,7,-,-,-,-
measure 176,-,-,-,-,-,-
accid.sharp.pos5,176,1,dynamics.p,176,0,False
eighth.noBeam.down.pos5,176,1,>,176,1,False
rest.eighth,176,2,accid.flat.pos11,176,1,False
rest.eighth,176,3,half.noBeam.down.pos11,176,1,False
rest.eighth,176,4,duration.dot.pos12,176,1,False
eighth.start.down.pos10,176,5,>,176,1,False
accid.sharp.pos9,176,6,tie.start.pos11,176,1,False
eighth.stop.down.pos9,176,6,barline.regular,176,1,False
barline.regular,176,6,dynamics.p,176,0,False
accid.sharp.pos5,176,2,>,176,1,False
16th.start.down.pos5,176,2,half.noBeam.down.pos7,176,1,False
16th.continue.down.pos6,176,3,duration.dot.pos8,176,1,False
16th.continue.down.pos7,176,4,>,176,1,False
16th.continue.down.pos6,176,5,tie.start.pos7,176,1,False
16th.continue.down.pos5,176,6,barline.regular,176,1,False
16th.stop.down.pos4,176,7,dynamics.p,176,0,False
eighth.start.down.pos3,176,8,>,176,1,False
eighth.continue.down.pos6,176,9,half.noBeam.up.pos1,176,1,False
eighth.stop.down.pos4,176,10,duration.dot.pos2,176,1,False
barline.regular,176,10,>,176,1,False
eighth.noBeam.down.pos6,176,2,tie.start.pos1,176,1,False
rest.eighth,176,3,barline.regular,176,1,False
rest.eighth,176,4,dynamics.p,176,0,False
rest.eighth,176,5,>,176,1,False
eighth.start.down.pos7,176,6,accid.sharp.pos-4,176,1,False
eighth.stop.down.pos5,176,7,16th.start.up.pos-4,176,1,False
barline.regular,176,7,16th.continue.up.pos-3,176,2,False
eighth.noBeam.up.pos1,176,2,16th.continue.up.pos-2,176,3,False
rest.quarter,176,3,16th.continue.up.pos-3,176,4,False
rest.eighth,176,4,16th.continue.up.pos-4,176,5,False
eighth.start.down.pos8,176,5,16th.stop.up.pos-3,176,6,False
eighth.stop.down.pos8,176,6,16th.start.up.pos-2,176,7,False
barline.regular,176,6,16th.continue.up.pos-1,176,8,False
barline.return-to-top,176,6,16th.continue.up.pos0,176,9,False
-,-,-,16th.continue.up.pos-1,176,10,False
-,-,-,16th.continue.up.pos-2,176,11,False
-,-,-,16th.stop.up.pos-1,176,12,False
-,-,-,barline.regular,176,12,False
-,-,-,barline.return-to-top,176,12,False
measure 177,-,-,-,-,-,-
eighth.noBeam.down.pos10,177,0,tie.end.pos11,177,0,False
rest.eighth,177,1,half.noBeam.down.pos11,177,0,False
rest.eighth,177,2,duration.dot.pos12,177,0,False
rest.eighth,177,3,>,177,0,False
eighth.start.down.pos10,177,4,tie.start.pos11,177,0,False
eighth.stop.down.pos9,177,5,barline.regular,177,0,False
barline.regular,177,5,tie.end.pos7,177,0,False
accid.sharp.pos5,177,0,half.noBeam.down.pos7,177,0,False
16th.start.down.pos5,177,0,duration.dot.pos8,177,0,False
16th.continue.down.pos6,177,1,>,177,0,False
16th.continue.down.pos7,177,2,tie.start.pos7,177,0,False
16th.continue.down.pos6,177,3,barline.regular,177,0,False
16th.continue.down.pos5,177,4,tie.end.pos1,177,0,False
16th.stop.down.pos4,177,5,half.noBeam.up.pos1,177,0,False
eighth.start.down.pos3,177,6,duration.dot.pos2,177,0,False
accid.sharp.pos5,177,7,>,177,0,False
eighth.continue.down.pos5,177,7,tie.start.pos1,177,0,False
eighth.stop.down.pos7,177,8,barline.regular,177,0,False
barline.regular,177,8,16th.start.up.pos0,177,0,False
eighth.noBeam.down.pos6,177,0,16th.continue.up.pos1,177,1,False
rest.eighth,177,1,accid.flat.pos2,177,2,False
rest.eighth,177,2,16th.continue.up.pos2,177,2,False
rest.eighth,177,3,16th.continue.up.pos1,177,3,False
eighth.start.down.pos6,177,4,16th.continue.up.pos0,177,4,False
accid.sharp.pos4,177,5,16th.stop.up.pos-1,177,5,False
eighth.stop.down.pos4,177,5,16th.start.up.pos-2,177,6,False
barline.regular,177,5,16th.continue.up.pos-1,177,7,False
eighth.noBeam.down.pos8,177,0,16th.continue.up.pos0,177,8,False
rest.quarter,177,1,16th.continue.up.pos-1,177,9,False
rest.eighth,177,2,16th.continue.up.pos-2,177,10,False
eighth.start.down.pos8,177,3,16th.stop.up.pos-3,177,11,False
eighth.stop.down.pos8,177,4,barline.regular,177,11,False
barline.regular,177,4,barline.return-to-top,177,11,False
barline.return-to-top,177,4,-,-,-,-
measure 178,-,-,-,-,-,-
eighth.start.down.pos8,178,0,tie.end.pos11,178,0,False
eighth.continue.down.pos8,178,1,half.noBeam.down.pos11,178,0,False
eighth.stop.down.pos7,178,2,duration.dot.pos12,178,0,False
eighth.start.down.pos6,178,3,>,178,0,False
eighth.continue.down.pos6,178,4,tie.start.pos11,178,0,False
eighth.stop.down.pos5,178,5,barline.regular,178,0,False
barline.regular,178,5,tie.end.pos7,178,0,False
eighth.start.down.pos6,178,0,half.noBeam.down.pos7,178,0,False
eighth.continue.down.pos3,178,1,duration.dot.pos8,178,0,False
eighth.stop.down.pos2,178,2,>,178,0,False
eighth.start.up.pos1,178,3,tie.start.pos7,178,0,False
eighth.continue.up.pos1,178,4,barline.regular,178,0,False
eighth.stop.up.pos0,178,5,tie.end.pos1,178,0,False
barline.regular,178,5,half.noBeam.up.pos1,178,0,False
quarter.noBeam.down.pos5,178,0,duration.dot.pos2,178,0,False
eighth.noBeam.up.pos2,178,1,>,178,0,False
eighth.start.down.pos9,178,2,tie.start.pos1,178,0,False
eighth.continue.down.pos9,178,3,barline.regular,178,0,False
eighth.stop.down.pos8,178,4,accid.sharp.pos-4,178,0,False
barline.regular,178,4,16th.start.up.pos-4,178,0,False
quarter.noBeam.up.pos-3,178,0,16th.continue.up.pos-3,178,1,False
rest.eighth,178,1,16th.continue.up.pos-2,178,2,False
rest.quarter,178,2,16th.continue.up.pos-3,178,3,False
eighth.noBeam.up.pos1,178,3,16th.continue.up.pos-4,178,4,False
barline.regular,178,3,16th.stop.up.pos-3,178,5,False
barline.return-to-top,178,3,16th.start.up.pos-2,178,6,False
-,-,-,16th.continue.up.pos-1,178,7,False
-,-,-,16th.continue.up.pos0,178,8,False
-,-,-,16th.continue.up.pos-1,178,9,False
-,-,-,16th.continue.up.pos-2,178,10,False
-,-,-,16th.stop.up.pos-1,178,11,False
-,-,-,barline.regular,178,11,False
-,-,-,barline.return-to-top,178,11,False
measure 179,-,-,-,-,-,-
accid.flat.pos4,179,0,half.noBeam.down.pos11,179,0,False
eighth.start.up.pos4,179,0,duration.dot.pos12,179,0,False
eighth.continue.up.pos4,179,1,barline.regular,179,0,False
eighth.stop.up.pos3,179,2,half.noBeam.down.pos7,179,0,False
accid.sharp.pos2,179,3,duration.dot.pos8,179,0,False
quarter.noBeam.up.pos2,179,3,barline.regular,179,0,False
duration.dot.pos2,179,3,half.noBeam.up.pos1,179,0,False
barline.regular,179,3,duration.dot.pos2,179,0,False
eighth.start.up.pos-1,179,0,barline.regular,179,0,False
eighth.continue.up.pos-1,179,1,16th.start.up.pos0,179,0,False
accid.sharp.pos-2,179,2,16th.continue.up.pos1,179,1,False
eighth.stop.up.pos-2,179,2,accid.flat.pos2,179,2,False
accid.natural.pos-3,179,3,16th.continue.up.pos2,179,2,False
quarter.noBeam.up.pos-3,179,3,16th.continue.up.pos1,179,3,False
duration.dot.pos-2,179,3,16th.continue.up.pos0,179,4,False
barline.regular,179,3,16th.stop.up.pos-1,179,5,False
eighth.start.down.pos7,179,0,16th.start.up.pos-2,179,6,False
eighth.continue.down.pos7,179,1,16th.continue.up.pos-1,179,7,False
eighth.stop.down.pos6,179,2,16th.continue.up.pos0,179,8,False
eighth.start.down.pos5,179,3,16th.continue.up.pos-1,179,9,False
eighth.continue.down.pos6,179,4,16th.continue.up.pos-2,179,10,False
eighth.stop.down.pos7,179,5,16th.stop.up.pos-3,179,11,False
barline.regular,179,5,barline.regular,179,11,False
eighth.start.down.pos4,179,0,barline.return-to-top,179,11,False
eighth.continue.down.pos4,179,1,-,-,-,-
eighth.stop.down.pos5,179,2,-,-,-,-
eighth.start.down.pos6,179,3,-,-,-,-
eighth.continue.down.pos5,179,4,-,-,-,-
eighth.stop.down.pos4,179,5,-,-,-,-
barline.regular,179,5,-,-,-,-
barline.return-to-top,179,5,-,-,-,-
measure 180,-,-,-,-,-,-
quarter.noBeam.up.pos3,180,0,half.noBeam.down.pos12,180,0,False
duration.dot.pos4,180,0,duration.dot.pos12,180,0,False
accid.sharp.pos6,180,1,>,180,0,False
16th.start.down.pos6,180,1,tie.start.pos12,180,0,False
16th.continue.down.pos6,180,2,barline.regular,180,0,False
16th.continue.down.pos10,180,3,accid.sharp.pos8,180,0,False
16th.continue.down.pos10,180,4,half.noBeam.down.pos8,180,0,False
accid.sharp.pos8,180,5,duration.dot.pos8,180,0,False
16th.continue.down.pos8,180,5,>,180,0,False
16th.stop.down.pos8,180,6,tie.start.pos8,180,0,False
barline.regular,180,6,barline.regular,180,0,False
quarter.noBeam.up.pos-4,180,0,half.noBeam.up.pos2,180,0,False
duration.dot.pos-4,180,0,duration.dot.pos2,180,0,False
accid.sharp.pos1,180,1,>,180,0,False
16th.start.up.pos1,180,1,tie.start.pos2,180,0,False
16th.continue.up.pos1,180,2,barline.regular,180,0,False
16th.continue.up.pos5,180,3,accid.sharp.pos-3,180,0,False
16th.continue.up.pos5,180,4,16th.start.up.pos-3,180,0,False
16th.continue.up.pos3,180,5,16th.continue.up.pos-2,180,1,False
16th.stop.up.pos3,180,6,accid.sharp.pos-1,180,2,False
barline.regular,180,6,16th.continue.up.pos-1,180,2,False
eighth.start.down.pos6,180,0,16th.continue.up.pos-2,180,3,False
eighth.continue.down.pos7,180,1,16th.continue.up.pos-3,180,4,False
eighth.stop.down.pos6,180,2,16th.stop.up.pos-2,180,5,False
accid.natural.pos3,180,3,16th.start.up.pos-1,180,6,False
quarter.noBeam.up.pos3,180,3,accid.sharp.pos0,180,7,False
duration.dot.pos4,180,3,16th.continue.up.pos0,180,7,False
>,180,3,16th.continue.up.pos1,180,8,False
tie.start.pos3,180,3,16th.continue.up.pos0,180,9,False
barline.regular,180,3,16th.continue.up.pos-1,180,10,False
accid.sharp.pos3,180,0,16th.stop.up.pos0,180,11,False
eighth.start.up.pos3,180,0,barline.regular,180,11,False
eighth.continue.up.pos4,180,1,barline.return-to-top,180,11,False
accid.natural.pos3,180,2,-,-,-,-
eighth.stop.up.pos3,180,2,-,-,-,-
accid.natural.pos2,180,3,-,-,-,-
quarter.noBeam.up.pos2,180,3,-,-,-,-
duration.dot.pos2,180,3,-,-,-,-
>,180,3,-,-,-,-
tie.start.pos2,180,3,-,-,-,-
barline.regular,180,3,-,-,-,-
barline.return-to-top,180,3,-,-,-,-
measure 181,-,-,-,-,-,-
accid.sharp.pos6,181,0,half.noBeam.down.pos12,181,0,False
16th.start.down.pos6,181,0,duration.dot.pos12,181,0,False
16th.continue.down.pos6,181,1,barline.regular,181,0,False
16th.continue.down.pos5,181,2,half.noBeam.down.pos8,181,0,False
16th.continue.down.pos5,181,3,duration.dot.pos8,181,0,False
16th.continue.down.pos4,181,4,barline.regular,181,0,False
16th.stop.down.pos4,181,5,half.noBeam.up.pos2,181,0,False
16th.start.up.pos3,181,6,duration.dot.pos2,181,0,False
16th.continue.up.pos3,181,7,barline.regular,181,0,False
16th.continue.up.pos2,181,8,16th.start.up.pos1,181,0,False
16th.continue.up.pos2,181,9,16th.continue.up.pos2,181,1,False
accid.sharp.pos1,181,10,16th.continue.up.pos3,181,2,False
16th.continue.up.pos1,181,10,16th.continue.up.pos2,181,3,False
16th.stop.up.pos1,181,11,16th.continue.up.pos1,181,4,False
barline.regular,181,11,16th.stop.up.pos0,181,5,False
accid.sharp.pos1,181,0,accid.sharp.pos-1,181,6,False
16th.start.up.pos1,181,0,16th.start.up.pos-1,181,6,False
16th.continue.up.pos1,181,1,16th.continue.up.pos0,181,7,False
accid.sharp.pos-1,181,2,16th.continue.up.pos1,181,8,False
16th.continue.up.pos-1,181,2,16th.continue.up.pos0,181,9,False
16th.continue.up.pos-1,181,3,16th.continue.up.pos-1,181,10,False
16th.continue.up.pos-3,181,4,16th.stop.up.pos-2,181,11,False
16th.stop.up.pos-3,181,5,barline.regular,181,11,False
16th.start.up.pos-2,181,6,barline.return-to-top,181,11,False
16th.continue.up.pos-2,181,7,-,-,-,-
16th.continue.up.pos-3,181,8,-,-,-,-
16th.continue.up.pos-3,181,9,-,-,-,-
16th.continue.up.pos-4,181,10,-,-,-,-
16th.stop.up.pos-4,181,11,-,-,-,-
barline.regular,181,11,-,-,-,-
half.noBeam.up.pos3,181,0,-,-,-,-
duration.dot.pos4,181,0,-,-,-,-
barline.regular,181,0,-,-,-,-
half.noBeam.up.pos2,181,0,-,-,-,-
duration.dot.pos2,181,0,-,-,-,-
barline.regular,181,0,-,-,-,-
barline.return-to-top,181,0,-,-,-,-
measure 182,-,-,-,-,-,-
eighth.start.down.pos0,182,0,half.noBeam.down.pos12,182,0,False
eighth.continue.down.pos9,182,1,duration.dot.pos12,182,0,False
accid.sharp.pos8,182,2,>,182,0,False
eighth.stop.down.pos8,182,2,tie.start.pos12,182,0,False
eighth.start.down.pos7,182,3,barline.regular,182,0,False
eighth.continue.down.pos7,182,4,accid.sharp.pos8,182,0,False
eighth.stop.down.pos6,182,5,half.noBeam.down.pos8,182,0,False
barline.regular,182,5,duration.dot.pos8,182,0,False
eighth.start.up.pos-5,182,0,>,182,0,False
eighth.continue.up.pos4,182,1,tie.start.pos8,182,0,False
eighth.stop.up.pos3,182,2,barline.regular,182,0,False
eighth.start.up.pos2,182,3,half.noBeam.up.pos2,182,0,False
eighth.continue.up.pos2,182,4,duration.dot.pos2,182,0,False
accid.sharp.pos1,182,5,>,182,0,False
eighth.stop.up.pos1,182,5,tie.start.pos2,182,0,False
barline.regular,182,5,barline.regular,182,0,False
quarter.noBeam.up.pos-1,182,0,accid.sharp.pos-3,182,0,False
eighth.noBeam.up.pos3,182,1,16th.start.up.pos-3,182,0,False
eighth.start.down.pos10,182,2,16th.continue.up.pos-2,182,1,False
eighth.continue.down.pos10,182,3,accid.sharp.pos-1,182,2,False
eighth.stop.down.pos9,182,4,16th.continue.up.pos-1,182,2,False
barline.regular,182,4,16th.continue.up.pos-2,182,3,False
quarter.noBeam.up.pos-2,182,0,16th.continue.up.pos-3,182,4,False
rest.eighth,182,1,16th.stop.up.pos-2,182,5,False
rest.quarter,182,2,16th.start.up.pos-1,182,6,False
eighth.noBeam.up.pos2,182,3,accid.sharp.pos0,182,7,False
barline.regular,182,3,16th.continue.up.pos0,182,7,False
barline.return-to-top,182,3,16th.continue.up.pos1,182,8,False
-,-,-,16th.continue.up.pos0,182,9,False
-,-,-,16th.continue.up.pos-1,182,10,False
-,-,-,16th.stop.up.pos0,182,11,False
-,-,-,barline.regular,182,11,False
-,-,-,barline.return-to-top,182,11,False
measure 183,-,-,-,-,-,-
eighth.start.down.pos5,183,2,half.noBeam.down.pos12,183,0,False
eighth.continue.down.pos5,183,3,duration.dot.pos12,183,0,False
eighth.stop.down.pos4,183,4,barline.regular,183,0,False
accid.sharp.pos3,183,5,half.noBeam.down.pos8,183,0,False
quarter.noBeam.up.pos3,183,5,duration.dot.pos8,183,0,False
duration.dot.pos4,183,5,barline.regular,183,0,False
barline.regular,183,5,half.noBeam.up.pos2,183,0,False
eighth.start.up.pos0,183,2,duration.dot.pos2,183,0,False
eighth.continue.up.pos0,183,3,barline.regular,183,0,False
eighth.stop.up.pos-1,183,4,16th.start.up.pos1,183,0,False
accid.sharp.pos-2,183,5,16th.continue.up.pos2,183,1,False
quarter.noBeam.up.pos-2,183,5,16th.continue.up.pos3,183,2,False
duration.dot.pos-2,183,5,16th.continue.up.pos2,183,3,False
barline.regular,183,5,16th.continue.up.pos1,183,4,False
eighth.start.down.pos8,183,2,16th.stop.up.pos2,183,5,False
eighth.continue.down.pos8,183,3,16th.start.down.pos3,183,6,False
accid.sharp.pos7,183,4,16th.continue.down.pos4,183,7,False
eighth.stop.down.pos7,183,4,accid.sharp.pos4,183,8,False
eighth.start.down.pos6,183,5,16th.continue.down.pos4,183,8,False
eighth.continue.down.pos7,183,6,16th.continue.down.pos5,183,9,False
eighth.stop.down.pos8,183,7,accid.sharp.pos6,183,10,False
barline.regular,183,7,16th.continue.down.pos6,183,10,False
eighth.start.down.pos5,183,2,accid.sharp.pos7,183,11,False
eighth.continue.down.pos5,183,3,16th.stop.down.pos7,183,11,False
accid.sharp.pos6,183,4,barline.regular,183,11,False
eighth.stop.down.pos6,183,4,barline.return-to-top,183,11,False
eighth.start.down.pos7,183,5,-,-,-,-
eighth.continue.down.pos6,183,6,-,-,-,-
eighth.stop.down.pos5,183,7,-,-,-,-
barline.regular,183,7,-,-,-,-
barline.return-to-top,183,7,-,-,-,-
measure 184,-,-,-,-,-,-
quarter.noBeam.down.pos4,184,0,dynamics.f,184,0,False
duration.dot.pos4,184,0,>,184,1,False
accid.sharp.pos7,184,1,16th.start.down.pos12,184,1,False
16th.start.down.pos7,184,1,16th.continue.down.pos13,184,2,False
16th.continue.down.pos7,184,2,16th.continue.down.pos14,184,3,False
16th.continue.down.pos11,184,3,16th.continue.down.pos13,184,4,False
16th.continue.down.pos11,184,4,16th.continue.down.pos12,184,5,False
accid.sharp.pos9,184,5,16th.stop.down.pos11,184,6,False
16th.continue.down.pos9,184,5,16th.start.down.pos10,184,7,False
16th.stop.down.pos9,184,6,16th.continue.down.pos11,184,8,False
barline.regular,184,6,16th.continue.down.pos12,184,9,False
accid.sharp.pos1,184,0,16th.continue.down.pos11,184,10,False
eighth.start.up.pos1,184,0,16th.continue.down.pos10,184,11,False
eighth.continue.up.pos2,184,1,accid.sharp.pos9,184,12,True
eighth.stop.up.pos1,184,2,16th.stop.down.pos9,184,12,False
accid.sharp.pos2,184,3,barline.regular,184,12,False
16th.start.down.pos2,184,3,dynamics.f,184,0,False
16th.continue.down.pos2,184,4,>,184,1,False
accid.sharp.pos7,184,5,quarter.noBeam.down.pos3,184,1,False
16th.continue.down.pos7,184,5,>,184,1,False
16th.continue.down.pos7,184,6,quarter.noBeam.down.pos7,184,1,False
16th.continue.down.pos4,184,7,rest.eighth,184,2,False
16th.stop.down.pos4,184,8,rest.quarter,184,3,False
barline.regular,184,8,duration.dot.pos5,184,3,True
accid.sharp.pos7,184,0,barline.regular,184,3,False
eighth.start.down.pos7,184,0,dynamics.f,184,0,False
eighth.continue.down.pos8,184,1,>,184,1,False
eighth.stop.down.pos7,184,2,eighth.start.up.pos2,184,1,False
accid.sharp.pos4,184,3,eighth.continue.up.pos-1,184,2,False
quarter.noBeam.down.pos4,184,3,eighth.stop.up.pos2,184,3,False
duration.dot.pos4,184,3,eighth.start.up.pos4,184,4,False
>,184,3,eighth.continue.up.pos2,184,5,False
tie.start.pos4,184,3,eighth.stop.up.pos4,184,6,False
barline.regular,184,3,barline.regular,184,6,False
accid.sharp.pos4,184,0,dynamics.f,184,0,False
eighth.start.down.pos4,184,0,>,184,1,False
eighth.continue.down.pos5,184,1,quarter.noBeam.down.pos8,184,1,False
accid.natural.pos4,184,2,rest.eighth,184,2,False
eighth.stop.down.pos4,184,2,rest.quarter,184,3,False
accid.sharp.pos3,184,3,duration.dot.pos5,184,3,False
quarter.noBeam.up.pos3,184,3,barline.regular,184,3,False
duration.dot.pos4,184,3,barline.return-to-top,184,3,False
>,184,3,-,-,-,-
tie.start.pos3,184,3,-,-,-,-
barline.regular,184,3,-,-,-,-
