"Step","lstut_seqlen_1_(2023.08.19.15.36)_lstm512-1-tf112-6-64-2048 batch_size-1536 seq_length-64 - val/loss","lstut_seqlen_1_(2023.08.19.15.36)_lstm512-1-tf112-6-64-2048 batch_size-1536 seq_length-64 - val/loss__MIN","lstut_seqlen_1_(2023.08.19.15.36)_lstm512-1-tf112-6-64-2048 batch_size-1536 seq_length-64 - val/loss__MAX","lstut_seqlen_2_(2023.08.19.10.10)_lstm512-1-tf112-6-64-2048 batch_size-768 seq_length-128 - val/loss","lstut_seqlen_2_(2023.08.19.10.10)_lstm512-1-tf112-6-64-2048 batch_size-768 seq_length-128 - val/loss__MIN","lstut_seqlen_2_(2023.08.19.10.10)_lstm512-1-tf112-6-64-2048 batch_size-768 seq_length-128 - val/loss__MAX","lstut_seqlen_3_(2023.08.19.04.51)_lstm512-1-tf112-6-64-2048 batch_size-384 seq_length-256 - val/loss","lstut_seqlen_3_(2023.08.19.04.51)_lstm512-1-tf112-6-64-2048 batch_size-384 seq_length-256 - val/loss__MIN","lstut_seqlen_3_(2023.08.19.04.51)_lstm512-1-tf112-6-64-2048 batch_size-384 seq_length-256 - val/loss__MAX","lstut_seqlen_7_(2023.08.19.02.19)_lstm512-1-tf112-6-64-2048 batch_size-16 max_time_hours-12 seq_length-4096 - val/loss","lstut_seqlen_7_(2023.08.19.02.19)_lstm512-1-tf112-6-64-2048 batch_size-16 max_time_hours-12 seq_length-4096 - val/loss__MIN","lstut_seqlen_7_(2023.08.19.02.19)_lstm512-1-tf112-6-64-2048 batch_size-16 max_time_hours-12 seq_length-4096 - val/loss__MAX","lstut_seqlen_4_(2023.08.18.23.07)_lstm512-1-tf112-6-64-2048 batch_size-192 seq_length-512 - val/loss","lstut_seqlen_4_(2023.08.18.23.07)_lstm512-1-tf112-6-64-2048 batch_size-192 seq_length-512 - val/loss__MIN","lstut_seqlen_4_(2023.08.18.23.07)_lstm512-1-tf112-6-64-2048 batch_size-192 seq_length-512 - val/loss__MAX","lstut_seqlen_6_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-32 max_time_hours-12 seq_length-2048 - val/loss","lstut_seqlen_6_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-32 max_time_hours-12 seq_length-2048 - val/loss__MIN","lstut_seqlen_6_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-32 max_time_hours-12 seq_length-2048 - val/loss__MAX","lstut_seqlen_5_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-96 seq_length-1024 - val/loss","lstut_seqlen_5_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-96 seq_length-1024 - val/loss__MIN","lstut_seqlen_5_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-96 seq_length-1024 - val/loss__MAX"
"10","0.000002437243521649548","0.000002437243521649548","0.000002437243521649548","0.000002482716237726044","0.000002482716237726044","0.000002482716237726044","0.0000024468337706400904","0.0000024468337706400904","0.0000024468337706400904","0.0000035389615579129623","0.0000035389615579129623","0.0000035389615579129623","0.0000022946128465337195","0.0000022946128465337195","0.0000022946128465337195","0.0000032398092784405226","0.0000032398092784405226","0.0000032398092784405226","0.000002304871204833446","0.000002304871204833446","0.000002304871204833446"
"11","0.00000234266935294209","0.00000234266935294209","0.00000234266935294209","0.000002380293903814702","0.000002380293903814702","0.000002380293903814702","0.000002381904661633704","0.000002381904661633704","0.000002381904661633704","0.000003298459504948598","0.000003298459504948598","0.000003298459504948598","0.0000021771448908388636","0.0000021771448908388636","0.0000021771448908388636","0.000003244871362785428","0.000003244871362785428","0.000003244871362785428","0.000002254786847002509","0.000002254786847002509","0.000002254786847002509"
"12","0.0000023502959236767792","0.0000023502959236767792","0.0000023502959236767792","0.000002337702301185503","0.000002337702301185503","0.000002337702301185503","0.0000022744026730771703","0.0000022744026730771703","0.0000022744026730771703","0.0000034530921681418526","0.0000034530921681418526","0.0000034530921681418526","0.0000021012819487755703","0.0000021012819487755703","0.0000021012819487755703","0.000003421566398053173","0.000003421566398053173","0.000003421566398053173","0.0000022098187737883486","0.0000022098187737883486","0.0000022098187737883486"
"13","0.000002316441059189146","0.000002316441059189146","0.000002316441059189146","0.0000023427883093535156","0.0000023427883093535156","0.0000023427883093535156","0.000002350809929302915","0.000002350809929302915","0.000002350809929302915","0.000003113875770234181","0.000003113875770234181","0.000003113875770234181","0.0000020932640960546973","0.0000020932640960546973","0.0000020932640960546973","0.0000031950843054027704","0.0000031950843054027704","0.0000031950843054027704","0.0000022004113825370034","0.0000022004113825370034","0.0000022004113825370034"
"14","0.0000023042150659316518","0.0000023042150659316518","0.0000023042150659316518","0.000002325552785005141","0.000002325552785005141","0.000002325552785005141","0.0000022668440302500245","0.0000022668440302500245","0.0000022668440302500245","0.0000033962429013151118","0.0000033962429013151118","0.0000033962429013151118","0.000002066596749690032","0.000002066596749690032","0.000002066596749690032","0.0000032995346412635053","0.0000032995346412635053","0.0000032995346412635053","0.000002209016627762493","0.000002209016627762493","0.000002209016627762493"
"15","0.000002319373436398825","0.000002319373436398825","0.000002319373436398825","0.0000023166289913625316","0.0000023166289913625316","0.0000023166289913625316","0.0000022394128356781792","0.0000022394128356781792","0.0000022394128356781792","0.0000033806528021346462","0.0000033806528021346462","0.0000033806528021346462","0.0000021180092296171412","0.0000021180092296171412","0.0000021180092296171412","0.0000032183678532204904","0.0000032183678532204904","0.0000032183678532204904","0.0000021364784589079454","0.0000021364784589079454","0.0000021364784589079454"
"16","0.0000023174398464911914","0.0000023174398464911914","0.0000023174398464911914","0.0000023431547965284852","0.0000023431547965284852","0.0000023431547965284852","0.000002291358374258317","0.000002291358374258317","0.000002291358374258317","0.0000031755046612174014","0.0000031755046612174014","0.0000031755046612174014","0.0000021167480895352937","0.0000021167480895352937","0.0000021167480895352937","0.000003285005810884047","0.000003285005810884047","0.000003285005810884047","0.00000216672085838121","0.00000216672085838121","0.00000216672085838121"
"17","0.000002280383721765863","0.000002280383721765863","0.000002280383721765863","0.000002293877729131197","0.000002293877729131197","0.000002293877729131197","0.0000023150759313773253","0.0000023150759313773253","0.0000023150759313773253","0.000003217866578439651","0.000003217866578439651","0.000003217866578439651","0.0000020774367025422956","0.0000020774367025422956","0.0000020774367025422956","0.00000316976044370338","0.00000316976044370338","0.00000316976044370338","0.000002125486679002379","0.000002125486679002379","0.000002125486679002379"
"18","0.0000022499689691655484","0.0000022499689691655484","0.0000022499689691655484","0.0000023046951203530033","0.0000023046951203530033","0.0000023046951203530033","0.0000022518583199303146","0.0000022518583199303146","0.0000022518583199303146","0.000003214878505846555","0.000003214878505846555","0.000003214878505846555","0.0000020808057914872235","0.0000020808057914872235","0.0000020808057914872235","0.0000032065427541868927","0.0000032065427541868927","0.0000032065427541868927","0.0000021688542473676604","0.0000021688542473676604","0.0000021688542473676604"
"19","0.000002259476082351614","0.000002259476082351614","0.000002259476082351614","0.0000022573139914749932","0.0000022573139914749932","0.0000022573139914749932","0.000002227477531109016","0.000002227477531109016","0.000002227477531109016","0.0000032401126148462053","0.0000032401126148462053","0.0000032401126148462053","0.000002067880174213491","0.000002067880174213491","0.000002067880174213491","0.0000031470611238576768","0.0000031470611238576768","0.0000031470611238576768","0.000002159101932501892","0.000002159101932501892","0.000002159101932501892"
"20","0.0000022496578102057137","0.0000022496578102057137","0.0000022496578102057137","0.000002274984076049594","0.000002274984076049594","0.000002274984076049594","0.000002214720418087228","0.000002214720418087228","0.000002214720418087228","0.000003193508066339244","0.000003193508066339244","0.000003193508066339244","0.000002046893126187033","0.000002046893126187033","0.000002046893126187033","0.0000031138357655702164","0.0000031138357655702164","0.0000031138357655702164","0.000002148350207741034","0.000002148350207741034","0.000002148350207741034"
"21","0.00000224521480494806","0.00000224521480494806","0.00000224521480494806","0.0000022209517604546868","0.0000022209517604546868","0.0000022209517604546868","0.000002199434939256601","0.000002199434939256601","0.000002199434939256601","0.0000031155237066341895","0.0000031155237066341895","0.0000031155237066341895","0.0000019995754852627363","0.0000019995754852627363","0.0000019995754852627363","0.000003087346372813407","0.000003087346372813407","0.000003087346372813407","0.0000021846763986588326","0.0000021846763986588326","0.0000021846763986588326"
"22","0.0000022659766144929737","0.0000022659766144929737","0.0000022659766144929737","0.0000022525268804818213","0.0000022525268804818213","0.0000022525268804818213","0.00000222057167390572","0.00000222057167390572","0.00000222057167390572","0.0000034381606451248766","0.0000034381606451248766","0.0000034381606451248766","0.0000019886602277063","0.0000019886602277063","0.0000019886602277063","0.0000030767072790435383","0.0000030767072790435383","0.0000030767072790435383","0.0000021390901057476434","0.0000021390901057476434","0.0000021390901057476434"
"23","0.0000022607648538218603","0.0000022607648538218603","0.0000022607648538218603","0.000002202155070597567","0.000002202155070597567","0.000002202155070597567","0.0000022315055691248822","0.0000022315055691248822","0.0000022315055691248822","0.000003159164186408221","0.000003159164186408221","0.000003159164186408221","0.0000020423384155774707","0.0000020423384155774707","0.0000020423384155774707","0.0000030996671071789687","0.0000030996671071789687","0.0000030996671071789687","0.0000020834740030327665","0.0000020834740030327665","0.0000020834740030327665"
"24","0.000002203710832382295","0.000002203710832382295","0.000002203710832382295","0.000002249835096650418","0.000002249835096650418","0.000002249835096650418","0.0000022548515739412342","0.0000022548515739412342","0.0000022548515739412342","0.000002995797960092009","0.000002995797960092009","0.000002995797960092009","0.00000205067161160418","0.00000205067161160418","0.00000205067161160418","0.0000031515725801677207","0.0000031515725801677207","0.0000031515725801677207","0.000002112851726468205","0.000002112851726468205","0.000002112851726468205"
"25","0.000002220501098008484","0.000002220501098008484","0.000002220501098008484","0.0000022018794156135348","0.0000022018794156135348","0.0000022018794156135348","0.000002173858545847288","0.000002173858545847288","0.000002173858545847288","0.000003212956327044135","0.000003212956327044135","0.000003212956327044135","0.0000020180360371500593","0.0000020180360371500593","0.0000020180360371500593","0.0000031293094068443854","0.0000031293094068443854","0.0000031293094068443854","0.000002117936437339634","0.000002117936437339634","0.000002117936437339634"
"26","0.0000022298225174783577","0.0000022298225174783577","0.0000022298225174783577","0.00000218545233306439","0.00000218545233306439","0.00000218545233306439","0.0000021854248436383243","0.0000021854248436383243","0.0000021854248436383243","0.0000030890145370623565","0.0000030890145370623565","0.0000030890145370623565","0.000002003621228551554","0.000002003621228551554","0.000002003621228551554","0.0000030467105121274425","0.0000030467105121274425","0.0000030467105121274425","0.000002131610627146504","0.000002131610627146504","0.000002131610627146504"
"27","0.00000221686835075589","0.00000221686835075589","0.00000221686835075589","0.0000021727461376168877","0.0000021727461376168877","0.0000021727461376168877","0.0000022054098321442893","0.0000022054098321442893","0.0000022054098321442893","0.0000029103276259962154","0.0000029103276259962154","0.0000029103276259962154","0.0000019983481701267","0.0000019983481701267","0.0000019983481701267","0.000003036987584701544","0.000003036987584701544","0.000003036987584701544","0.000002097331275280876","0.000002097331275280876","0.000002097331275280876"
"28","0.0000022025156166653427","0.0000022025156166653427","0.0000022025156166653427","0.000002233455854741826","0.000002233455854741826","0.000002233455854741826","0.0000021499817897386158","0.0000021499817897386158","0.0000021499817897386158","0.000003068720429284916","0.000003068720429284916","0.000003068720429284916","0.0000019858872427173624","0.0000019858872427173624","0.0000019858872427173624","0.000003168059295806044","0.000003168059295806044","0.000003168059295806044","0.000002039653822763848","0.000002039653822763848","0.000002039653822763848"
"29","0.000002219885832215072","0.000002219885832215072","0.000002219885832215072","0.0000022358306455599815","0.0000022358306455599815","0.0000022358306455599815","0.0000021865506631427494","0.0000021865506631427494","0.0000021865506631427494","0.0000030135021329570178","0.0000030135021329570178","0.0000030135021329570178","0.0000019703387252946643","0.0000019703387252946643","0.0000019703387252946643","0.000003178571193267056","0.000003178571193267056","0.000003178571193267056","0.000002061625773974996","0.000002061625773974996","0.000002061625773974996"
"30","0.000002215476504082546","0.000002215476504082546","0.000002215476504082546","0.000002212937644980384","0.000002212937644980384","0.000002212937644980384","0.000002170025419587451","0.000002170025419587451","0.000002170025419587451","0.000002893591665490922","0.000002893591665490922","0.000002893591665490922","0.000001970599960344278","0.000001970599960344278","0.000001970599960344278","0.0000028973595166510817","0.0000028973595166510817","0.0000028973595166510817","0.000002100305711452703","0.000002100305711452703","0.000002100305711452703"
"31","0.000008482416059225466","0.000008482416059225466","0.000008482416059225466","0.000009866542130656622","0.000009866542130656622","0.000009866542130656622","0.000007686233384819333","0.000007686233384819333","0.000007686233384819333","0.000009135228148829191","0.000009135228148829191","0.000009135228148829191","0.000008330237604014814","0.000008330237604014814","0.000008330237604014814","0.000009787272598715056","0.000009787272598715056","0.000009787272598715056","0.000008084489304060798","0.000008084489304060798","0.000008084489304060798"
"32","0.000006945681107065928","0.000006945681107065928","0.000006945681107065928","0.000007086344727204611","0.000007086344727204611","0.000007086344727204611","0.000007101558454735052","0.000007101558454735052","0.000007101558454735052","","","","0.00000797872752322481","0.00000797872752322481","0.00000797872752322481","0.00000815170660919108","0.00000815170660919108","0.00000815170660919108","0.000006834504009912402","0.000006834504009912402","0.000006834504009912402"
"33","0.000007458107469932102","0.000007458107469932102","0.000007458107469932102","0.000007278162727926608","0.000007278162727926608","0.000007278162727926608","0.000006879297601150848","0.000006879297601150848","0.000006879297601150848","","","","0.000006894879171284349","0.000006894879171284349","0.000006894879171284349","0.000008325307322509156","0.000008325307322509156","0.000008325307322509156","0.000006910756299356309","0.000006910756299356309","0.000006910756299356309"
"34","0.000006826780387527261","0.000006826780387527261","0.000006826780387527261","0.000007149885944365749","0.000007149885944365749","0.000007149885944365749","0.000007250327202268091","0.000007250327202268091","0.000007250327202268091","","","","0.000007104478462225392","0.000007104478462225392","0.000007104478462225392","0.00000800644644872012","0.00000800644644872012","0.00000800644644872012","0.000007148736639200595","0.000007148736639200595","0.000007148736639200595"
"35","0.000007319132041978643","0.000007319132041978643","0.000007319132041978643","0.0000071603632691990575","0.0000071603632691990575","0.0000071603632691990575","0.000007028749342756523","0.000007028749342756523","0.000007028749342756523","","","","0.0000068777729020438795","0.0000068777729020438795","0.0000068777729020438795","0.000007526887970045472","0.000007526887970045472","0.000007526887970045472","0.000007158416607254626","0.000007158416607254626","0.000007158416607254626"
"36","0.000006756239573790246","0.000006756239573790246","0.000006756239573790246","0.0000067340176844142444","0.0000067340176844142444","0.0000067340176844142444","0.000006805715197552204","0.000006805715197552204","0.000006805715197552204","","","","0.000007029315141609869","0.000007029315141609869","0.000007029315141609869","0.00000726268365557637","0.00000726268365557637","0.00000726268365557637","0.000006937494425904497","0.000006937494425904497","0.000006937494425904497"
"37","0.0000074579873944882","0.0000074579873944882","0.0000074579873944882","0.000006272777047399085","0.000006272777047399085","0.000006272777047399085","0.000006815599161002144","0.000006815599161002144","0.000006815599161002144","","","","0.0000073682708622232125","0.0000073682708622232125","0.0000073682708622232125","0.000007527187529011602","0.000007527187529011602","0.000007527187529011602","0.00000665765667062641","0.00000665765667062641","0.00000665765667062641"
"38","0.000007291495576829492","0.000007291495576829492","0.000007291495576829492","0.000006517646951317723","0.000006517646951317723","0.000006517646951317723","0.000006096421944568366","0.000006096421944568366","0.000006096421944568366","","","","0.000007007318413859644","0.000007007318413859644","0.000007007318413859644","0.000007417139965309006","0.000007417139965309006","0.000007417139965309006","0.000006770262301276422","0.000006770262301276422","0.000006770262301276422"
"39","0.0000065964801029897244","0.0000065964801029897244","0.0000065964801029897244","0.000006404283663939944","0.000006404283663939944","0.000006404283663939944","0.0000068147746833587245","0.0000068147746833587245","0.0000068147746833587245","","","","0.000007009002431255508","0.000007009002431255508","0.000007009002431255508","0.000007262982104326835","0.000007262982104326835","0.000007262982104326835","0.000006915961559068936","0.000006915961559068936","0.000006915961559068936"
"40","0.0000066152312482365175","0.0000066152312482365175","0.0000066152312482365175","0.000006094942223395199","0.000006094942223395199","0.000006094942223395199","0.000006737952110166029","0.000006737952110166029","0.000006737952110166029","","","","0.0000065323131323488","0.0000065323131323488","0.0000065323131323488","0.000007280319094321256","0.000007280319094321256","0.000007280319094321256","0.000007124556036474851","0.000007124556036474851","0.000007124556036474851"
"41","0.000006606472923801974","0.000006606472923801974","0.000006606472923801974","0.0000065584979909408805","0.0000065584979909408805","0.0000065584979909408805","0.0000072598721307582944","0.0000072598721307582944","0.0000072598721307582944","","","","0.0000070267277606146","0.0000070267277606146","0.0000070267277606146","0.000007405539757810625","0.000007405539757810625","0.000007405539757810625","0.000006877792843441085","0.000006877792843441085","0.000006877792843441085"
"42","0.000006660321449005492","0.000006660321449005492","0.000006660321449005492","0.000006659731969999139","0.000006659731969999139","0.000006659731969999139","0.0000066822272699629145","0.0000066822272699629145","0.0000066822272699629145","","","","0.0000069722956355661014","0.0000069722956355661014","0.0000069722956355661014","0.000007276315098353474","0.000007276315098353474","0.000007276315098353474","0.000007287571991110388","0.000007287571991110388","0.000007287571991110388"
"43","0.000006719101384734014","0.000006719101384734014","0.000006719101384734014","0.000006710753720281986","0.000006710753720281986","0.000006710753720281986","0.000006613704826340619","0.000006613704826340619","0.000006613704826340619","","","","0.0000065936780806716024","0.0000065936780806716024","0.0000065936780806716024","0.00000727194672564234","0.00000727194672564234","0.00000727194672564234","0.000006496205507443349","0.000006496205507443349","0.000006496205507443349"
"44","0.000006476754193586403","0.000006476754193586403","0.000006476754193586403","0.0000066767268231215394","0.0000066767268231215394","0.0000066767268231215394","0.000006249637418124444","0.000006249637418124444","0.000006249637418124444","","","","0.0000070996982657977195","0.0000070996982657977195","0.0000070996982657977195","0.000007417222236832925","0.000007417222236832925","0.000007417222236832925","0.000006947875593731407","0.000006947875593731407","0.000006947875593731407"
"45","0.0000063863505603141965","0.0000063863505603141965","0.0000063863505603141965","0.000007413196110804011","0.000007413196110804011","0.000007413196110804011","0.000007526243411583427","0.000007526243411583427","0.000007526243411583427","","","","0.000006608412059472169","0.000006608412059472169","0.000006608412059472169","0.000007487066750521462","0.000007487066750521462","0.000007487066750521462","0.000007182045738178238","0.000007182045738178238","0.000007182045738178238"
"46","0.0000065366824047010914","0.0000065366824047010914","0.0000065366824047010914","0.000006621578592382624","0.000006621578592382624","0.000006621578592382624","0.000007492310218350467","0.000007492310218350467","0.000007492310218350467","","","","0.000006764149945334586","0.000006764149945334586","0.000006764149945334586","0.000007285143372158668","0.000007285143372158668","0.000007285143372158668","0.00000692701586759835","0.00000692701586759835","0.00000692701586759835"
"47","0.000006536146793365578","0.000006536146793365578","0.000006536146793365578","0.000007113357473452872","0.000007113357473452872","0.000007113357473452872","0.000006744060367562274","0.000006744060367562274","0.000006744060367562274","","","","0.0000066796030441770985","0.0000066796030441770985","0.0000066796030441770985","0.00000798593213694272","0.00000798593213694272","0.00000798593213694272","0.000006644671041295317","0.000006644671041295317","0.000006644671041295317"
"48","0.000007049011725915898","0.000007049011725915898","0.000007049011725915898","0.0000065546135355875965","0.0000065546135355875965","0.0000065546135355875965","0.000007314325321645032","0.000007314325321645032","0.000007314325321645032","","","","0.000006633123097995963","0.000006633123097995963","0.000006633123097995963","0.000007969621215031092","0.000007969621215031092","0.000007969621215031092","0.000007846856061954515","0.000007846856061954515","0.000007846856061954515"
"49","0.000006669817687585557","0.000006669817687585557","0.000006669817687585557","0.000006531990862496229","0.000006531990862496229","0.000006531990862496229","0.000006681333575543771","0.000006681333575543771","0.000006681333575543771","","","","0.0000070709711273349275","0.0000070709711273349275","0.0000070709711273349275","0.000007757151225046898","0.000007757151225046898","0.000007757151225046898","0.000006866602026964214","0.000006866602026964214","0.000006866602026964214"
"50","0.0000065721786867211","0.0000065721786867211","0.0000065721786867211","0.000006573231221867459","0.000006573231221867459","0.000006573231221867459","0.0000073638357872991255","0.0000073638357872991255","0.0000073638357872991255","","","","0.000007147662172995957","0.000007147662172995957","0.000007147662172995957","0.000008210819207212026","0.000008210819207212026","0.000008210819207212026","0.0000076909832197954","0.0000076909832197954","0.0000076909832197954"
"51","0.000007067750259367312","0.000007067750259367312","0.000007067750259367312","0.000006543588071439301","0.000006543588071439301","0.000006543588071439301","0.000006650464415014221","0.000006650464415014221","0.000006650464415014221","","","","0.000006804612081268633","0.000006804612081268633","0.000006804612081268633","0.00000809451148119853","0.00000809451148119853","0.00000809451148119853","0.000006620169193851302","0.000006620169193851302","0.000006620169193851302"
