"Step","lstut_seqlen_1_(2023.08.19.15.36)_lstm512-1-tf112-6-64-2048 batch_size-1536 seq_length-64 - val/loss","lstut_seqlen_1_(2023.08.19.15.36)_lstm512-1-tf112-6-64-2048 batch_size-1536 seq_length-64 - val/loss__MIN","lstut_seqlen_1_(2023.08.19.15.36)_lstm512-1-tf112-6-64-2048 batch_size-1536 seq_length-64 - val/loss__MAX","lstut_seqlen_2_(2023.08.19.10.10)_lstm512-1-tf112-6-64-2048 batch_size-768 seq_length-128 - val/loss","lstut_seqlen_2_(2023.08.19.10.10)_lstm512-1-tf112-6-64-2048 batch_size-768 seq_length-128 - val/loss__MIN","lstut_seqlen_2_(2023.08.19.10.10)_lstm512-1-tf112-6-64-2048 batch_size-768 seq_length-128 - val/loss__MAX","lstut_seqlen_3_(2023.08.19.04.51)_lstm512-1-tf112-6-64-2048 batch_size-384 seq_length-256 - val/loss","lstut_seqlen_3_(2023.08.19.04.51)_lstm512-1-tf112-6-64-2048 batch_size-384 seq_length-256 - val/loss__MIN","lstut_seqlen_3_(2023.08.19.04.51)_lstm512-1-tf112-6-64-2048 batch_size-384 seq_length-256 - val/loss__MAX","lstut_seqlen_7_(2023.08.19.02.19)_lstm512-1-tf112-6-64-2048 batch_size-16 max_time_hours-12 seq_length-4096 - val/loss","lstut_seqlen_7_(2023.08.19.02.19)_lstm512-1-tf112-6-64-2048 batch_size-16 max_time_hours-12 seq_length-4096 - val/loss__MIN","lstut_seqlen_7_(2023.08.19.02.19)_lstm512-1-tf112-6-64-2048 batch_size-16 max_time_hours-12 seq_length-4096 - val/loss__MAX","lstut_seqlen_4_(2023.08.18.23.07)_lstm512-1-tf112-6-64-2048 batch_size-192 seq_length-512 - val/loss","lstut_seqlen_4_(2023.08.18.23.07)_lstm512-1-tf112-6-64-2048 batch_size-192 seq_length-512 - val/loss__MIN","lstut_seqlen_4_(2023.08.18.23.07)_lstm512-1-tf112-6-64-2048 batch_size-192 seq_length-512 - val/loss__MAX","lstut_seqlen_6_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-32 max_time_hours-12 seq_length-2048 - val/loss","lstut_seqlen_6_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-32 max_time_hours-12 seq_length-2048 - val/loss__MIN","lstut_seqlen_6_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-32 max_time_hours-12 seq_length-2048 - val/loss__MAX","lstut_seqlen_5_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-96 seq_length-1024 - val/loss","lstut_seqlen_5_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-96 seq_length-1024 - val/loss__MIN","lstut_seqlen_5_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-96 seq_length-1024 - val/loss__MAX"
"52","0.000006876898206673251","0.000006876898206673251","0.000006876898206673251","0.00000679558388169368","0.00000679558388169368","0.00000679558388169368","0.0000069060555994901824","0.0000069060555994901824","0.0000069060555994901824","","","","0.000006852518135904329","0.000006852518135904329","0.000006852518135904329","0.000008469146021513918","0.000008469146021513918","0.000008469146021513918","0.000006993446917913251","0.000006993446917913251","0.000006993446917913251"
"53","0.0000074641246834737185","0.0000074641246834737185","0.0000074641246834737185","0.00000611657923987989","0.00000611657923987989","0.00000611657923987989","0.00000646123109453446","0.00000646123109453446","0.00000646123109453446","","","","0.000007269257580342349","0.000007269257580342349","0.000007269257580342349","0.000009030911567315692","0.000009030911567315692","0.000009030911567315692","0.000007720587856753323","0.000007720587856753323","0.000007720587856753323"
"54","0.000006446135679387433","0.000006446135679387433","0.000006446135679387433","0.0000068044312218458","0.0000068044312218458","0.0000068044312218458","0.000006688451816959466","0.000006688451816959466","0.000006688451816959466","","","","0.000007830358675442951","0.000007830358675442951","0.000007830358675442951","0.000008903657205441544","0.000008903657205441544","0.000008903657205441544","0.000006702462018373261","0.000006702462018373261","0.000006702462018373261"
"55","0.000006282380493689667","0.000006282380493689667","0.000006282380493689667","0.000007192213343895043","0.000007192213343895043","0.000007192213343895043","0.000006841702352758049","0.000006841702352758049","0.000006841702352758049","","","","0.000008608605291839432","0.000008608605291839432","0.000008608605291839432","0.000008971811605021554","0.000008971811605021554","0.000008971811605021554","0.0000074879760659197685","0.0000074879760659197685","0.0000074879760659197685"
"56","0.000006695257573929141","0.000006695257573929141","0.000006695257573929141","0.000006752095119675099","0.000006752095119675099","0.000006752095119675099","0.000007562476307817287","0.000007562476307817287","0.000007562476307817287","","","","0.000008327228524453042","0.000008327228524453042","0.000008327228524453042","0.000008479258990467128","0.000008479258990467128","0.000008479258990467128","0.000008177499232862935","0.000008177499232862935","0.000008177499232862935"
"57","0.000007037387707098756","0.000007037387707098756","0.000007037387707098756","0.000007422231684121939","0.000007422231684121939","0.000007422231684121939","0.000007468423183746712","0.000007468423183746712","0.000007468423183746712","","","","0.000008349758352709433","0.000008349758352709433","0.000008349758352709433","0.000008939375267200717","0.000008939375267200717","0.000008939375267200717","0.000006789081370230234","0.000006789081370230234","0.000006789081370230234"
"58","0.000006893936146359992","0.000006893936146359992","0.000006893936146359992","0.000007150765684298995","0.000007150765684298995","0.000007150765684298995","0.0000068835606330072644","0.0000068835606330072644","0.0000068835606330072644","","","","0.000007325726670330251","0.000007325726670330251","0.000007325726670330251","0.00000905084416696046","0.00000905084416696046","0.00000905084416696046","0.000007806437836336668","0.000007806437836336668","0.000007806437836336668"
"59","0.000006625804270181307","0.000006625804270181307","0.000006625804270181307","0.000006669142648823654","0.000006669142648823654","0.000006669142648823654","0.000008222892220240405","0.000008222892220240405","0.000008222892220240405","","","","0.000007180898096146229","0.000007180898096146229","0.000007180898096146229","0.000009364646792368","0.000009364646792368","0.000009364646792368","0.000006934601945627523","0.000006934601945627523","0.000006934601945627523"
"60","0.000006680359920797327","0.000006680359920797327","0.000006680359920797327","0.000006706473326273348","0.000006706473326273348","0.000006706473326273348","0.000006913548145011214","0.000006913548145011214","0.000006913548145011214","","","","0.000007861387592283531","0.000007861387592283531","0.000007861387592283531","0.000009459903265646687","0.000009459903265646687","0.000009459903265646687","0.000008350396928405022","0.000008350396928405022","0.000008350396928405022"
"61","0.000006710755946069985","0.000006710755946069985","0.000006710755946069985","0.000006704038749847089","0.000006704038749847089","0.000006704038749847089","0.000006928494876458605","0.000006928494876458605","0.000006928494876458605","","","","0.000007279442848460997","0.000007279442848460997","0.000007279442848460997","0.000010563280897886708","0.000010563280897886708","0.000010563280897886708","0.000007035495595646653","0.000007035495595646653","0.000007035495595646653"
"62","0.000006721103031080652","0.000006721103031080652","0.000006721103031080652","","","","0.000007331615869931901","0.000007331615869931901","0.000007331615869931901","","","","0.000007157169079819255","0.000007157169079819255","0.000007157169079819255","","","","0.0000076260714018129285","0.0000076260714018129285","0.0000076260714018129285"
"63","0.000006973888884268521","0.000006973888884268521","0.000006973888884268521","","","","0.000006633226023850043","0.000006633226023850043","0.000006633226023850043","","","","0.000007902241108127355","0.000007902241108127355","0.000007902241108127355","","","","0.000007134999789324147","0.000007134999789324147","0.000007134999789324147"
"64","0.0000068917268249731895","0.0000068917268249731895","0.0000068917268249731895","","","","0.000007171284406449186","0.000007171284406449186","0.000007171284406449186","","","","0.000007411629977647478","0.000007411629977647478","0.000007411629977647478","","","","0.000007694519000938405","0.000007694519000938405","0.000007694519000938405"
"65","0.000006711437231982274","0.000006711437231982274","0.000006711437231982274","","","","0.000007603457579377031","0.000007603457579377031","0.000007603457579377031","","","","0.000007835780399062936","0.000007835780399062936","0.000007835780399062936","","","","0.000008313535891861793","0.000008313535891861793","0.000008313535891861793"
"66","0.000006645157497809727","0.000006645157497809727","0.000006645157497809727","","","","0.000007000344975457535","0.000007000344975457535","0.000007000344975457535","","","","0.000007428944766671066","0.000007428944766671066","0.000007428944766671066","","","","0.000008296907550269756","0.000008296907550269756","0.000008296907550269756"
"67","0.000007547935694460236","0.000007547935694460236","0.000007547935694460236","","","","0.000007178670912359581","0.000007178670912359581","0.000007178670912359581","","","","0.000007714860944939053","0.000007714860944939053","0.000007714860944939053","","","","0.000007763040868302452","0.000007763040868302452","0.000007763040868302452"
"68","0.0000066601131315495815","0.0000066601131315495815","0.0000066601131315495815","","","","0.000008047161589064894","0.000008047161589064894","0.000008047161589064894","","","","0.000008365431556152302","0.000008365431556152302","0.000008365431556152302","","","","0.000007431727099936134","0.000007431727099936134","0.000007431727099936134"
"69","0.0000068407322063443965","0.0000068407322063443965","0.0000068407322063443965","","","","0.0000073967584838802065","0.0000073967584838802065","0.0000073967584838802065","","","","0.000007567064214806578","0.000007567064214806578","0.000007567064214806578","","","","0.0000074820888880877935","0.0000074820888880877935","0.0000074820888880877935"
"70","","","","","","","0.00000742316309603847","0.00000742316309603847","0.00000742316309603847","","","","0.000007563079341532576","0.000007563079341532576","0.000007563079341532576","","","","","",""
"71","","","","","","","0.000007422547175242505","0.000007422547175242505","0.000007422547175242505","","","","0.000007866223277221365","0.000007866223277221365","0.000007866223277221365","","","","","",""
"72","","","","","","","0.000007355185136988174","0.000007355185136988174","0.000007355185136988174","","","","0.000007667322911163825","0.000007667322911163825","0.000007667322911163825","","","","","",""
"73","","","","","","","0.000008268701706568442","0.000008268701706568442","0.000008268701706568442","","","","","","","","","","","",""
"74","","","","","","","0.000007444726377115915","0.000007444726377115915","0.000007444726377115915","","","","","","","","","","","",""
"75","","","","","","","0.000007714848288557687","0.000007714848288557687","0.000007714848288557687","","","","","","","","","","","",""
