"Step","lstut_seqlen_1_(2023.08.19.15.36)_lstm512-1-tf112-6-64-2048 batch_size-1536 seq_length-64 - val/norm_recall","lstut_seqlen_1_(2023.08.19.15.36)_lstm512-1-tf112-6-64-2048 batch_size-1536 seq_length-64 - val/norm_recall__MIN","lstut_seqlen_1_(2023.08.19.15.36)_lstm512-1-tf112-6-64-2048 batch_size-1536 seq_length-64 - val/norm_recall__MAX","lstut_seqlen_2_(2023.08.19.10.10)_lstm512-1-tf112-6-64-2048 batch_size-768 seq_length-128 - val/norm_recall","lstut_seqlen_2_(2023.08.19.10.10)_lstm512-1-tf112-6-64-2048 batch_size-768 seq_length-128 - val/norm_recall__MIN","lstut_seqlen_2_(2023.08.19.10.10)_lstm512-1-tf112-6-64-2048 batch_size-768 seq_length-128 - val/norm_recall__MAX","lstut_seqlen_3_(2023.08.19.04.51)_lstm512-1-tf112-6-64-2048 batch_size-384 seq_length-256 - val/norm_recall","lstut_seqlen_3_(2023.08.19.04.51)_lstm512-1-tf112-6-64-2048 batch_size-384 seq_length-256 - val/norm_recall__MIN","lstut_seqlen_3_(2023.08.19.04.51)_lstm512-1-tf112-6-64-2048 batch_size-384 seq_length-256 - val/norm_recall__MAX","lstut_seqlen_7_(2023.08.19.02.19)_lstm512-1-tf112-6-64-2048 batch_size-16 max_time_hours-12 seq_length-4096 - val/norm_recall","lstut_seqlen_7_(2023.08.19.02.19)_lstm512-1-tf112-6-64-2048 batch_size-16 max_time_hours-12 seq_length-4096 - val/norm_recall__MIN","lstut_seqlen_7_(2023.08.19.02.19)_lstm512-1-tf112-6-64-2048 batch_size-16 max_time_hours-12 seq_length-4096 - val/norm_recall__MAX","lstut_seqlen_4_(2023.08.18.23.07)_lstm512-1-tf112-6-64-2048 batch_size-192 seq_length-512 - val/norm_recall","lstut_seqlen_4_(2023.08.18.23.07)_lstm512-1-tf112-6-64-2048 batch_size-192 seq_length-512 - val/norm_recall__MIN","lstut_seqlen_4_(2023.08.18.23.07)_lstm512-1-tf112-6-64-2048 batch_size-192 seq_length-512 - val/norm_recall__MAX","lstut_seqlen_6_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-32 max_time_hours-12 seq_length-2048 - val/norm_recall","lstut_seqlen_6_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-32 max_time_hours-12 seq_length-2048 - val/norm_recall__MIN","lstut_seqlen_6_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-32 max_time_hours-12 seq_length-2048 - val/norm_recall__MAX","lstut_seqlen_5_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-96 seq_length-1024 - val/norm_recall","lstut_seqlen_5_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-96 seq_length-1024 - val/norm_recall__MIN","lstut_seqlen_5_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-96 seq_length-1024 - val/norm_recall__MAX"
"61","0.8330746948597408","0.8330746948597408","0.8330746948597408","0.83564998740649","0.83564998740649","0.83564998740649","0.8365606859813238","0.8365606859813238","0.8365606859813238","","","","0.8334679775121714","0.8334679775121714","0.8334679775121714","0.8205303396155306","0.8205303396155306","0.8205303396155306","0.8350134678963247","0.8350134678963247","0.8350134678963247"
"62","0.8334002735268775","0.8334002735268775","0.8334002735268775","","","","0.8528274592801213","0.8528274592801213","0.8528274592801213","","","","0.8257005782794048","0.8257005782794048","0.8257005782794048","","","","0.8422654719037069","0.8422654719037069","0.8422654719037069"
"63","0.8305801949379676","0.8305801949379676","0.8305801949379676","","","","0.8366022288389331","0.8366022288389331","0.8366022288389331","","","","0.8398200363657875","0.8398200363657875","0.8398200363657875","","","","0.8299568342397512","0.8299568342397512","0.8299568342397512"
"64","0.8429444917744291","0.8429444917744291","0.8429444917744291","","","","0.8316205775991382","0.8316205775991382","0.8316205775991382","","","","0.8323766019597602","0.8323766019597602","0.8323766019597602","","","","0.8365318096248802","0.8365318096248802","0.8365318096248802"
"65","0.8351676074368439","0.8351676074368439","0.8351676074368439","","","","0.8379307547757076","0.8379307547757076","0.8379307547757076","","","","0.8394987105823036","0.8394987105823036","0.8394987105823036","","","","0.8246265688516562","0.8246265688516562","0.8246265688516562"
"66","0.8451867887716742","0.8451867887716742","0.8451867887716742","","","","0.8372171960506082","0.8372171960506082","0.8372171960506082","","","","0.8278275283238261","0.8278275283238261","0.8278275283238261","","","","0.8606210999828494","0.8606210999828494","0.8606210999828494"
"67","0.8581042520181604","0.8581042520181604","0.8581042520181604","","","","0.8301539986842809","0.8301539986842809","0.8301539986842809","","","","0.8261944600451823","0.8261944600451823","0.8261944600451823","","","","0.8403759816568209","0.8403759816568209","0.8403759816568209"
"68","0.8374863792114766","0.8374863792114766","0.8374863792114766","","","","0.8513304758320408","0.8513304758320408","0.8513304758320408","","","","0.841822733112395","0.841822733112395","0.841822733112395","","","","0.8319264686154082","0.8319264686154082","0.8319264686154082"
"69","0.8397475748755494","0.8397475748755494","0.8397475748755494","","","","0.8312392864508636","0.8312392864508636","0.8312392864508636","","","","0.8159036675567937","0.8159036675567937","0.8159036675567937","","","","0.8267790383388758","0.8267790383388758","0.8267790383388758"
"70","","","","","","","0.8439221225760942","0.8439221225760942","0.8439221225760942","","","","0.8395861173326705","0.8395861173326705","0.8395861173326705","","","","","",""
"71","","","","","","","0.8359864324846178","0.8359864324846178","0.8359864324846178","","","","0.8288847658128488","0.8288847658128488","0.8288847658128488","","","","","",""
"72","","","","","","","0.8348583533567433","0.8348583533567433","0.8348583533567433","","","","0.8288684491832732","0.8288684491832732","0.8288684491832732","","","","","",""
"73","","","","","","","0.8462338939393517","0.8462338939393517","0.8462338939393517","","","","","","","","","","","",""
"74","","","","","","","0.8273565703756834","0.8273565703756834","0.8273565703756834","","","","","","","","","","","",""
"75","","","","","","","0.8269322065853086","0.8269322065853086","0.8269322065853086","","","","","","","","","","","",""
