"Step","lstut_seqlen_1_(2023.08.19.15.36)_lstm512-1-tf112-6-64-2048 batch_size-1536 seq_length-64 - val/norm_recall","lstut_seqlen_1_(2023.08.19.15.36)_lstm512-1-tf112-6-64-2048 batch_size-1536 seq_length-64 - val/norm_recall__MIN","lstut_seqlen_1_(2023.08.19.15.36)_lstm512-1-tf112-6-64-2048 batch_size-1536 seq_length-64 - val/norm_recall__MAX","lstut_seqlen_2_(2023.08.19.10.10)_lstm512-1-tf112-6-64-2048 batch_size-768 seq_length-128 - val/norm_recall","lstut_seqlen_2_(2023.08.19.10.10)_lstm512-1-tf112-6-64-2048 batch_size-768 seq_length-128 - val/norm_recall__MIN","lstut_seqlen_2_(2023.08.19.10.10)_lstm512-1-tf112-6-64-2048 batch_size-768 seq_length-128 - val/norm_recall__MAX","lstut_seqlen_3_(2023.08.19.04.51)_lstm512-1-tf112-6-64-2048 batch_size-384 seq_length-256 - val/norm_recall","lstut_seqlen_3_(2023.08.19.04.51)_lstm512-1-tf112-6-64-2048 batch_size-384 seq_length-256 - val/norm_recall__MIN","lstut_seqlen_3_(2023.08.19.04.51)_lstm512-1-tf112-6-64-2048 batch_size-384 seq_length-256 - val/norm_recall__MAX","lstut_seqlen_7_(2023.08.19.02.19)_lstm512-1-tf112-6-64-2048 batch_size-16 max_time_hours-12 seq_length-4096 - val/norm_recall","lstut_seqlen_7_(2023.08.19.02.19)_lstm512-1-tf112-6-64-2048 batch_size-16 max_time_hours-12 seq_length-4096 - val/norm_recall__MIN","lstut_seqlen_7_(2023.08.19.02.19)_lstm512-1-tf112-6-64-2048 batch_size-16 max_time_hours-12 seq_length-4096 - val/norm_recall__MAX","lstut_seqlen_4_(2023.08.18.23.07)_lstm512-1-tf112-6-64-2048 batch_size-192 seq_length-512 - val/norm_recall","lstut_seqlen_4_(2023.08.18.23.07)_lstm512-1-tf112-6-64-2048 batch_size-192 seq_length-512 - val/norm_recall__MIN","lstut_seqlen_4_(2023.08.18.23.07)_lstm512-1-tf112-6-64-2048 batch_size-192 seq_length-512 - val/norm_recall__MAX","lstut_seqlen_6_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-32 max_time_hours-12 seq_length-2048 - val/norm_recall","lstut_seqlen_6_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-32 max_time_hours-12 seq_length-2048 - val/norm_recall__MIN","lstut_seqlen_6_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-32 max_time_hours-12 seq_length-2048 - val/norm_recall__MAX","lstut_seqlen_5_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-96 seq_length-1024 - val/norm_recall","lstut_seqlen_5_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-96 seq_length-1024 - val/norm_recall__MIN","lstut_seqlen_5_(2023.08.18.16.03)_lstm512-1-tf112-6-64-2048 batch_size-96 seq_length-1024 - val/norm_recall__MAX"
"10","0.9688605099885271","0.9688605099885271","0.9688605099885271","0.9626171346937176","0.9626171346937176","0.9626171346937176","0.9655845009014369","0.9655845009014369","0.9655845009014369","0.9638235369152582","0.9638235369152582","0.9638235369152582","0.9668976569540582","0.9668976569540582","0.9668976569540582","0.9657461855062868","0.9657461855062868","0.9657461855062868","0.9642044531974528","0.9642044531974528","0.9642044531974528"
"11","0.9630639836654665","0.9630639836654665","0.9630639836654665","0.9637876676936459","0.9637876676936459","0.9637876676936459","0.9632158991169258","0.9632158991169258","0.9632158991169258","0.9693466379473574","0.9693466379473574","0.9693466379473574","0.96417966858207","0.96417966858207","0.96417966858207","0.9697822499622031","0.9697822499622031","0.9697822499622031","0.9583385504467193","0.9583385504467193","0.9583385504467193"
"12","0.9698798155546126","0.9698798155546126","0.9698798155546126","0.9690296140989945","0.9690296140989945","0.9690296140989945","0.9706732865444054","0.9706732865444054","0.9706732865444054","0.9626781509611909","0.9626781509611909","0.9626781509611909","0.9698107757286983","0.9698107757286983","0.9698107757286983","0.9660409483225962","0.9660409483225962","0.9660409483225962","0.9687102985342264","0.9687102985342264","0.9687102985342264"
"13","0.9678726209270252","0.9678726209270252","0.9678726209270252","0.9638473446313081","0.9638473446313081","0.9638473446313081","0.9715549619709954","0.9715549619709954","0.9715549619709954","0.9612786296282174","0.9612786296282174","0.9612786296282174","0.9675730374144966","0.9675730374144966","0.9675730374144966","0.9740681271844978","0.9740681271844978","0.9740681271844978","0.9685803813699038","0.9685803813699038","0.9685803813699038"
"14","0.9642741886697828","0.9642741886697828","0.9642741886697828","0.9692611113280379","0.9692611113280379","0.9692611113280379","0.9680081758391078","0.9680081758391078","0.9680081758391078","0.9639665098419138","0.9639665098419138","0.9639665098419138","0.9658995549971261","0.9658995549971261","0.9658995549971261","0.9683062473327089","0.9683062473327089","0.9683062473327089","0.9664893953931539","0.9664893953931539","0.9664893953931539"
"15","0.9632754385550475","0.9632754385550475","0.9632754385550475","0.9647171047344362","0.9647171047344362","0.9647171047344362","0.9653052758176983","0.9653052758176983","0.9653052758176983","0.9578608626449587","0.9578608626449587","0.9578608626449587","0.9700022054682815","0.9700022054682815","0.9700022054682815","0.9699497316509346","0.9699497316509346","0.9699497316509346","0.9717739804267082","0.9717739804267082","0.9717739804267082"
"16","0.9671190918638644","0.9671190918638644","0.9671190918638644","0.9668279624986021","0.9668279624986021","0.9668279624986021","0.9702985327346185","0.9702985327346185","0.9702985327346185","0.9652741889375377","0.9652741889375377","0.9652741889375377","0.9674753589405133","0.9674753589405133","0.9674753589405133","0.9631813931953375","0.9631813931953375","0.9631813931953375","0.9654158741220211","0.9654158741220211","0.9654158741220211"
"17","0.9682799520569806","0.9682799520569806","0.9682799520569806","0.9731083229119822","0.9731083229119822","0.9731083229119822","0.969012439723093","0.969012439723093","0.969012439723093","0.9714281277208154","0.9714281277208154","0.9714281277208154","0.9713089784418087","0.9713089784418087","0.9713089784418087","0.9708376676729644","0.9708376676729644","0.9708376676729644","0.9746090085255792","0.9746090085255792","0.9746090085255792"
"18","0.9713021793647395","0.9713021793647395","0.9713021793647395","0.9670151166275504","0.9670151166275504","0.9670151166275504","0.9663630110457255","0.9663630110457255","0.9663630110457255","0.961658407810286","0.961658407810286","0.961658407810286","0.9723783824799919","0.9723783824799919","0.9723783824799919","0.9727024310420087","0.9727024310420087","0.9727024310420087","0.971774979172867","0.971774979172867","0.971774979172867"
"19","0.971028126612036","0.971028126612036","0.971028126612036","0.9694019724585933","0.9694019724585933","0.9694019724585933","0.968609236958503","0.968609236958503","0.968609236958503","0.9722179359982109","0.9722179359982109","0.9722179359982109","0.9706266579817361","0.9706266579817361","0.9706266579817361","0.967923439864579","0.967923439864579","0.967923439864579","0.9712375376464862","0.9712375376464862","0.9712375376464862"
"20","0.9671353949524428","0.9671353949524428","0.9671353949524428","0.9653506729466289","0.9653506729466289","0.9653506729466289","0.9702907053120934","0.9702907053120934","0.9702907053120934","0.9666254181447143","0.9666254181447143","0.9666254181447143","0.969207956379351","0.969207956379351","0.969207956379351","0.9730070204253961","0.9730070204253961","0.9730070204253961","0.9687019933780626","0.9687019933780626","0.9687019933780626"
"21","0.9730523975021153","0.9730523975021153","0.9730523975021153","0.9736856833818036","0.9736856833818036","0.9736856833818036","0.971841120435479","0.971841120435479","0.971841120435479","0.9709334245316593","0.9709334245316593","0.9709334245316593","0.9738901055857317","0.9738901055857317","0.9738901055857317","0.9687790016499581","0.9687790016499581","0.9687790016499581","0.9717416437278587","0.9717416437278587","0.9717416437278587"
"22","0.9709081846882118","0.9709081846882118","0.9709081846882118","0.9658434565103693","0.9658434565103693","0.9658434565103693","0.9728641976124035","0.9728641976124035","0.9728641976124035","0.9707181290388304","0.9707181290388304","0.9707181290388304","0.9719150150372093","0.9719150150372093","0.9719150150372093","0.9717937921070521","0.9717937921070521","0.9717937921070521","0.9724450014089279","0.9724450014089279","0.9724450014089279"
"23","0.9681167525225741","0.9681167525225741","0.9681167525225741","0.9681077373762911","0.9681077373762911","0.9681077373762911","0.9691526516347964","0.9691526516347964","0.9691526516347964","0.9744692025766268","0.9744692025766268","0.9744692025766268","0.9711195818634527","0.9711195818634527","0.9711195818634527","0.964007906206444","0.964007906206444","0.964007906206444","0.9734177189805775","0.9734177189805775","0.9734177189805775"
"24","0.9726320363570549","0.9726320363570549","0.9726320363570549","0.9718794014495746","0.9718794014495746","0.9718794014495746","0.9701724018154062","0.9701724018154062","0.9701724018154062","0.9607855433508715","0.9607855433508715","0.9607855433508715","0.9706162849404875","0.9706162849404875","0.9706162849404875","0.9698167922553169","0.9698167922553169","0.9698167922553169","0.9688573434545369","0.9688573434545369","0.9688573434545369"
"25","0.9697439341294573","0.9697439341294573","0.9697439341294573","0.9719778782054957","0.9719778782054957","0.9719778782054957","0.9720693205548574","0.9720693205548574","0.9720693205548574","0.9675928370896159","0.9675928370896159","0.9675928370896159","0.9681842615183018","0.9681842615183018","0.9681842615183018","0.9735071966241822","0.9735071966241822","0.9735071966241822","0.971953247472009","0.971953247472009","0.971953247472009"
"26","0.9637642958914862","0.9637642958914862","0.9637642958914862","0.9733956976551765","0.9733956976551765","0.9733956976551765","0.9732224870201616","0.9732224870201616","0.9732224870201616","0.9724916616941914","0.9724916616941914","0.9724916616941914","0.9724334622951281","0.9724334622951281","0.9724334622951281","0.9745138660148183","0.9745138660148183","0.9745138660148183","0.973718408118226","0.973718408118226","0.973718408118226"
"27","0.9681036462088205","0.9681036462088205","0.9681036462088205","0.974550006798666","0.974550006798666","0.974550006798666","0.9720675554923367","0.9720675554923367","0.9720675554923367","0.9648381635765804","0.9648381635765804","0.9648381635765804","0.9732912505996304","0.9732912505996304","0.9732912505996304","0.9653294209922438","0.9653294209922438","0.9653294209922438","0.9720635099275565","0.9720635099275565","0.9720635099275565"
"28","0.9705153086560044","0.9705153086560044","0.9705153086560044","0.9713527416769472","0.9713527416769472","0.9713527416769472","0.9743524013175645","0.9743524013175645","0.9743524013175645","0.9675507121822137","0.9675507121822137","0.9675507121822137","0.9717209964046498","0.9717209964046498","0.9717209964046498","0.9732168555848842","0.9732168555848842","0.9732168555848842","0.9647553094036099","0.9647553094036099","0.9647553094036099"
"29","0.9727526791661096","0.9727526791661096","0.9727526791661096","0.9719363402640729","0.9719363402640729","0.9719363402640729","0.9757856650070916","0.9757856650070916","0.9757856650070916","0.9779019155978341","0.9779019155978341","0.9779019155978341","0.9687775832358363","0.9687775832358363","0.9687775832358363","0.9750080709710653","0.9750080709710653","0.9750080709710653","0.9722929657791163","0.9722929657791163","0.9722929657791163"
"30","0.967701902746956","0.967701902746956","0.967701902746956","0.9726300343681848","0.9726300343681848","0.9726300343681848","0.9723683904918815","0.9723683904918815","0.9723683904918815","0.9711000524387827","0.9711000524387827","0.9711000524387827","0.9708057421144479","0.9708057421144479","0.9708057421144479","0.9761469608814425","0.9761469608814425","0.9761469608814425","0.9705428606908408","0.9705428606908408","0.9705428606908408"
"31","0.7850433772920412","0.7850433772920412","0.7850433772920412","0.7930862702994942","0.7930862702994942","0.7930862702994942","0.7878514822897962","0.7878514822897962","0.7878514822897962","0.8007259510040032","0.8007259510040032","0.8007259510040032","0.771099994588097","0.771099994588097","0.771099994588097","0.766062191647283","0.766062191647283","0.766062191647283","0.8117667887943376","0.8117667887943376","0.8117667887943376"
"32","0.8008608317558558","0.8008608317558558","0.8008608317558558","0.8146205241984311","0.8146205241984311","0.8146205241984311","0.817961569440658","0.817961569440658","0.817961569440658","","","","0.8238224571976669","0.8238224571976669","0.8238224571976669","0.7770303548643411","0.7770303548643411","0.7770303548643411","0.8277594195215876","0.8277594195215876","0.8277594195215876"
"33","0.832669902208907","0.832669902208907","0.832669902208907","0.8363191244059506","0.8363191244059506","0.8363191244059506","0.823561824403363","0.823561824403363","0.823561824403363","","","","0.8202617161266598","0.8202617161266598","0.8202617161266598","0.8477786156579574","0.8477786156579574","0.8477786156579574","0.8340134166313162","0.8340134166313162","0.8340134166313162"
"34","0.8163942798936138","0.8163942798936138","0.8163942798936138","0.8305680854671124","0.8305680854671124","0.8305680854671124","0.8481357159034968","0.8481357159034968","0.8481357159034968","","","","0.8287035600979901","0.8287035600979901","0.8287035600979901","0.8574691560143954","0.8574691560143954","0.8574691560143954","0.840697629010859","0.840697629010859","0.840697629010859"
"35","0.8487948280512065","0.8487948280512065","0.8487948280512065","0.8303808624857428","0.8303808624857428","0.8303808624857428","0.8425207072842946","0.8425207072842946","0.8425207072842946","","","","0.8300118949706008","0.8300118949706008","0.8300118949706008","0.8238771958594902","0.8238771958594902","0.8238771958594902","0.8447564561014838","0.8447564561014838","0.8447564561014838"
"36","0.8365718413623333","0.8365718413623333","0.8365718413623333","0.828817737622946","0.828817737622946","0.828817737622946","0.8351898358429993","0.8351898358429993","0.8351898358429993","","","","0.832246871636068","0.832246871636068","0.832246871636068","0.8313383962794004","0.8313383962794004","0.8313383962794004","0.8466236144652527","0.8466236144652527","0.8466236144652527"
"37","0.8544742914440498","0.8544742914440498","0.8544742914440498","0.8332899792899773","0.8332899792899773","0.8332899792899773","0.84833067176069","0.84833067176069","0.84833067176069","","","","0.8488799556101705","0.8488799556101705","0.8488799556101705","0.8239256324768212","0.8239256324768212","0.8239256324768212","0.8499691938837033","0.8499691938837033","0.8499691938837033"
"38","0.8504194492646088","0.8504194492646088","0.8504194492646088","0.8397781639414693","0.8397781639414693","0.8397781639414693","0.8330554075627112","0.8330554075627112","0.8330554075627112","","","","0.8434703763094609","0.8434703763094609","0.8434703763094609","0.8141558859943283","0.8141558859943283","0.8141558859943283","0.8393207387155761","0.8393207387155761","0.8393207387155761"
"39","0.8403413515823708","0.8403413515823708","0.8403413515823708","0.8393508141347198","0.8393508141347198","0.8393508141347198","0.8526165865073505","0.8526165865073505","0.8526165865073505","","","","0.8288942645208596","0.8288942645208596","0.8288942645208596","0.8212629850551649","0.8212629850551649","0.8212629850551649","0.840507855109669","0.840507855109669","0.840507855109669"
"40","0.8338862314757259","0.8338862314757259","0.8338862314757259","0.8309721020318092","0.8309721020318092","0.8309721020318092","0.8553307861111522","0.8553307861111522","0.8553307861111522","","","","0.8401995955553729","0.8401995955553729","0.8401995955553729","0.8395767599532097","0.8395767599532097","0.8395767599532097","0.8494339295073303","0.8494339295073303","0.8494339295073303"
"41","0.8347650424925411","0.8347650424925411","0.8347650424925411","0.8426719202293366","0.8426719202293366","0.8426719202293366","0.8663003369759366","0.8663003369759366","0.8663003369759366","","","","0.8463477191568674","0.8463477191568674","0.8463477191568674","0.8548532693213537","0.8548532693213537","0.8548532693213537","0.844725271281101","0.844725271281101","0.844725271281101"
"42","0.8408985800988777","0.8408985800988777","0.8408985800988777","0.8486786535604116","0.8486786535604116","0.8486786535604116","0.8402909716744618","0.8402909716744618","0.8402909716744618","","","","0.8441000913794221","0.8441000913794221","0.8441000913794221","0.8579130188340462","0.8579130188340462","0.8579130188340462","0.85401236387999","0.85401236387999","0.85401236387999"
"43","0.8272089535842218","0.8272089535842218","0.8272089535842218","0.8505398610396899","0.8505398610396899","0.8505398610396899","0.8487015108225778","0.8487015108225778","0.8487015108225778","","","","0.8457475078682712","0.8457475078682712","0.8457475078682712","0.845285577012692","0.845285577012692","0.845285577012692","0.8413053290820492","0.8413053290820492","0.8413053290820492"
"44","0.8390086575706536","0.8390086575706536","0.8390086575706536","0.8316592027201156","0.8316592027201156","0.8316592027201156","0.8410438493995435","0.8410438493995435","0.8410438493995435","","","","0.8303940568935892","0.8303940568935892","0.8303940568935892","0.8466229732445345","0.8466229732445345","0.8466229732445345","0.8420882239580961","0.8420882239580961","0.8420882239580961"
"45","0.8365129019962028","0.8365129019962028","0.8365129019962028","0.8641679038826169","0.8641679038826169","0.8641679038826169","0.8640066529083742","0.8640066529083742","0.8640066529083742","","","","0.8483006456719867","0.8483006456719867","0.8483006456719867","0.8628097364594711","0.8628097364594711","0.8628097364594711","0.8510782387529741","0.8510782387529741","0.8510782387529741"
"46","0.8356344442094997","0.8356344442094997","0.8356344442094997","0.8467937465393192","0.8467937465393192","0.8467937465393192","0.8641850766369239","0.8641850766369239","0.8641850766369239","","","","0.8461375895264117","0.8461375895264117","0.8461375895264117","0.8285619376596685","0.8285619376596685","0.8285619376596685","0.8495008776775381","0.8495008776775381","0.8495008776775381"
"47","0.84671047667381","0.84671047667381","0.84671047667381","0.8438470654666794","0.8438470654666794","0.8438470654666794","0.8485868179053346","0.8485868179053346","0.8485868179053346","","","","0.8466264737875776","0.8466264737875776","0.8466264737875776","0.8559395068248753","0.8559395068248753","0.8559395068248753","0.8511493465350406","0.8511493465350406","0.8511493465350406"
"48","0.8437532999779944","0.8437532999779944","0.8437532999779944","0.8435935450215539","0.8435935450215539","0.8435935450215539","0.8505205714079815","0.8505205714079815","0.8505205714079815","","","","0.8413188090258054","0.8413188090258054","0.8413188090258054","0.8392533783125063","0.8392533783125063","0.8392533783125063","0.8543898406018531","0.8543898406018531","0.8543898406018531"
"49","0.8371524533611212","0.8371524533611212","0.8371524533611212","0.8479540655959751","0.8479540655959751","0.8479540655959751","0.8511198200389359","0.8511198200389359","0.8511198200389359","","","","0.8499695982986368","0.8499695982986368","0.8499695982986368","0.8492385020735684","0.8492385020735684","0.8492385020735684","0.8514908607551042","0.8514908607551042","0.8514908607551042"
"50","0.8503915381961463","0.8503915381961463","0.8503915381961463","0.8478647031908779","0.8478647031908779","0.8478647031908779","0.8621055019252493","0.8621055019252493","0.8621055019252493","","","","0.8343638190900211","0.8343638190900211","0.8343638190900211","0.8383676535584446","0.8383676535584446","0.8383676535584446","0.8535353116570635","0.8535353116570635","0.8535353116570635"
"51","0.8480985177814628","0.8480985177814628","0.8480985177814628","0.8503184535311766","0.8503184535311766","0.8503184535311766","0.8515443312631149","0.8515443312631149","0.8515443312631149","","","","0.8411767500564049","0.8411767500564049","0.8411767500564049","0.8591060282376202","0.8591060282376202","0.8591060282376202","0.844082513092262","0.844082513092262","0.844082513092262"
"52","0.8411838171060647","0.8411838171060647","0.8411838171060647","0.8405959958116432","0.8405959958116432","0.8405959958116432","0.8491129233972554","0.8491129233972554","0.8491129233972554","","","","0.8527013206691025","0.8527013206691025","0.8527013206691025","0.840299690458904","0.840299690458904","0.840299690458904","0.849355118836076","0.849355118836076","0.849355118836076"
"53","0.8635240669080577","0.8635240669080577","0.8635240669080577","0.8318432203593603","0.8318432203593603","0.8318432203593603","0.8419119762686447","0.8419119762686447","0.8419119762686447","","","","0.8348501084384037","0.8348501084384037","0.8348501084384037","0.8417837366699665","0.8417837366699665","0.8417837366699665","0.8642888453057055","0.8642888453057055","0.8642888453057055"
"54","0.8348152346077833","0.8348152346077833","0.8348152346077833","0.8455720028758855","0.8455720028758855","0.8455720028758855","0.8437347888944219","0.8437347888944219","0.8437347888944219","","","","0.8564229139846944","0.8564229139846944","0.8564229139846944","0.8443616618748839","0.8443616618748839","0.8443616618748839","0.8453343439995655","0.8453343439995655","0.8453343439995655"
"55","0.8379662195260165","0.8379662195260165","0.8379662195260165","0.8458246832622761","0.8458246832622761","0.8458246832622761","0.8406155743972321","0.8406155743972321","0.8406155743972321","","","","0.8636336389716708","0.8636336389716708","0.8636336389716708","0.8334089714319317","0.8334089714319317","0.8334089714319317","0.8563269572449618","0.8563269572449618","0.8563269572449618"
"56","0.8321682328482309","0.8321682328482309","0.8321682328482309","0.833522759136327","0.833522759136327","0.833522759136327","0.8577931995472119","0.8577931995472119","0.8577931995472119","","","","0.8642376765568445","0.8642376765568445","0.8642376765568445","0.824317782583758","0.824317782583758","0.824317782583758","0.8643198761448042","0.8643198761448042","0.8643198761448042"
"57","0.8535480014160511","0.8535480014160511","0.8535480014160511","0.8583778629276839","0.8583778629276839","0.8583778629276839","0.8600014177587186","0.8600014177587186","0.8600014177587186","","","","0.8511143370406624","0.8511143370406624","0.8511143370406624","0.8306063885835858","0.8306063885835858","0.8306063885835858","0.8479259658473498","0.8479259658473498","0.8479259658473498"
"58","0.8383968683596472","0.8383968683596472","0.8383968683596472","0.8556190982962643","0.8556190982962643","0.8556190982962643","0.847930356861006","0.847930356861006","0.847930356861006","","","","0.8314518240889326","0.8314518240889326","0.8314518240889326","0.826428739615081","0.826428739615081","0.826428739615081","0.8455800711906867","0.8455800711906867","0.8455800711906867"
"59","0.8368890238777659","0.8368890238777659","0.8368890238777659","0.8396318560388303","0.8396318560388303","0.8396318560388303","0.8639905312698409","0.8639905312698409","0.8639905312698409","","","","0.8408607460552859","0.8408607460552859","0.8408607460552859","0.8313767335906823","0.8313767335906823","0.8313767335906823","0.8475372662737656","0.8475372662737656","0.8475372662737656"
"60","0.8473789972446811","0.8473789972446811","0.8473789972446811","0.846698615687242","0.846698615687242","0.846698615687242","0.8373475607509353","0.8373475607509353","0.8373475607509353","","","","0.8405618820537856","0.8405618820537856","0.8405618820537856","0.8087146670680756","0.8087146670680756","0.8087146670680756","0.8600770117067407","0.8600770117067407","0.8600770117067407"
